"id","scale_denominator","mi","inom"
2493,100000,"1612","SC-20-Y-B-I"
2494,100000,"1613","SC-20-Y-B-II"
2495,100000,"1614","SC-20-Y-B-III"
2496,100000,"1085","SB-21-Y-A-IV"
2497,100000,"1678","SC-20-Y-B-IV"
2498,100000,"1566","SC-22-V-C-VI"
2499,100000,"1679","SC-20-Y-B-V"
2500,100000,"1680","SC-20-Y-B-VI"
2501,100000,"1738","SC-20-Y-C-II"
2502,100000,"1739","SC-20-Y-C-III"
2503,100000,"1795","SC-20-Y-C-V"
2504,100000,"1796","SC-20-Y-C-VI"
2505,100000,"1740","SC-20-Y-D-I"
2506,100000,"1741","SC-20-Y-D-II"
2507,100000,"1163","SB-20-Z-D-III"
2508,100000,"1086","SB-21-Y-A-V"
2509,100000,"1742","SC-20-Y-D-III"
2510,100000,"1797","SC-20-Y-D-IV"
2511,100000,"2432","SE-21-Y-B-V"
2512,100000,"1798","SC-20-Y-D-V"
2513,100000,"1799","SC-20-Y-D-VI"
2514,100000,"1615","SC-20-Z-A-I"
2515,100000,"1616","SC-20-Z-A-II"
2516,100000,"1617","SC-20-Z-A-III"
2517,100000,"1681","SC-20-Z-A-IV"
2518,100000,"1682","SC-20-Z-A-V"
2519,100000,"1087","SB-21-Y-A-VI"
2520,100000,"1683","SC-20-Z-A-VI"
2521,100000,"1618","SC-20-Z-B-I"
2522,100000,"1619","SC-20-Z-B-II"
2523,100000,"2433","SE-21-Y-B-VI"
2524,100000,"1620","SC-20-Z-B-III"
2525,100000,"1684","SC-20-Z-B-IV"
2526,100000,"1685","SC-20-Z-B-V"
2527,100000,"1686","SC-20-Z-B-VI"
2528,100000,"1743","SC-20-Z-C-I"
2529,100000,"1744","SC-20-Z-C-II"
2530,100000,"1009","SB-21-Y-B-I"
2531,100000,"1342","SC-22-X-A-III"
2532,100000,"1418","SC-22-X-A-IV"
2533,100000,"1924","SD-21-X-A-VI"
2534,100000,"1871","SD-21-X-B-I"
2535,100000,"2468-A","SE-21-Y-D-I"
2536,100000,"1872","SD-21-X-B-II"
2537,100000,"1873","SD-21-X-B-III"
2538,100000,"1925","SD-21-X-B-IV"
2539,100000,"1926","SD-21-X-B-V"
2540,100000,"1927","SD-21-X-B-VI"
2541,100000,"1010","SB-21-Y-B-II"
2542,100000,"1973","SD-21-X-C-I"
2543,100000,"1974","SD-21-X-C-II"
2544,100000,"2147","SD-21-Y-C-I"
2545,100000,"2148","SD-21-Y-C-II"
2546,100000,"2149","SD-21-Y-C-III"
2547,100000,"2469","SE-21-Y-D-II"
2548,100000,"2191","SD-21-Y-C-IV"
2549,100000,"2192","SD-21-Y-C-V"
2550,100000,"2193","SD-21-Y-C-VI"
2551,100000,"2150","SD-21-Y-D-I"
2552,100000,"1011","SB-21-Y-B-III"
2553,100000,"2151","SD-21-Y-D-II"
2554,100000,"2152","SD-21-Y-D-III"
2555,100000,"2194","SD-21-Y-D-IV"
2556,100000,"2195","SD-21-Y-D-V"
2557,100000,"2196","SD-21-Y-D-VI"
2558,100000,"2064","SD-21-Z-A-I"
2559,100000,"2470","SE-21-Y-D-III"
2560,100000,"2065","SD-21-Z-A-II"
2561,100000,"2066","SD-21-Z-A-III"
2562,100000,"2108","SD-21-Z-A-IV"
2563,100000,"1088","SB-21-Y-B-IV"
2564,100000,"2109","SD-21-Z-A-V"
2565,100000,"2110","SD-21-Z-A-VI"
2566,100000,"1485","SC-21-X-C-III"
2567,100000,"1558","SC-21-X-C-IV"
2568,100000,"1559","SC-21-X-C-V"
2569,100000,"1560","SC-21-X-C-VI"
2570,100000,"1486","SC-21-X-D-I"
2571,100000,"0036","NA-20-X-A-IV"
2572,100000,"2506","SE-21-Y-D-IV"
2573,100000,"1487","SC-21-X-D-II"
2574,100000,"1089","SB-21-Y-B-V"
2575,100000,"1488","SC-21-X-D-III"
2576,100000,"1561","SC-21-X-D-IV"
2577,100000,"1562","SC-21-X-D-V"
2578,100000,"1563","SC-21-X-D-VI"
2579,100000,"1621","SC-21-Y-A-I"
2580,100000,"1622","SC-21-Y-A-II"
2581,100000,"1623","SC-21-Y-A-III"
2582,100000,"1687","SC-21-Y-A-IV"
2583,100000,"1688","SC-21-Y-A-V"
2584,100000,"2507","SE-21-Y-D-V"
2585,100000,"1090","SB-21-Y-B-VI"
2586,100000,"1689","SC-21-Y-A-VI"
2587,100000,"1624","SC-21-Y-B-I"
2588,100000,"1625","SC-21-Y-B-II"
2589,100000,"2067","SD-21-Z-B-I"
2590,100000,"2068","SD-21-Z-B-II"
2591,100000,"2069","SD-21-Z-B-III"
2592,100000,"2111","SD-21-Z-B-IV"
2593,100000,"2112","SD-21-Z-B-V"
2594,100000,"2113","SD-21-Z-B-VI"
2595,100000,"2153","SD-21-Z-C-I"
2596,100000,"0212","NA-19-Z-D-V"
2597,100000,"2508","SE-21-Y-D-VI"
2598,100000,"2154","SD-21-Z-C-II"
2599,100000,"2155","SD-21-Z-C-III"
2600,100000,"2197","SD-21-Z-C-IV"
2601,100000,"2198","SD-21-Z-C-V"
2602,100000,"2199","SD-21-Z-C-VI"
2603,100000,"2156","SD-21-Z-D-I"
2604,100000,"2157","SD-21-Z-D-II"
2605,100000,"2158","SD-21-Z-D-III"
2606,100000,"2200","SD-21-Z-D-IV"
2607,100000,"1164","SB-21-Y-C-I"
2608,100000,"2201","SD-21-Z-D-V"
2609,100000,"2564","SF-22-X-B-III"
2610,100000,"2202","SD-21-Z-D-VI"
2611,100000,"1874","SD-22-V-A-I"
2612,100000,"1875","SD-22-V-A-II"
2613,100000,"1876","SD-22-V-A-III"
2614,100000,"1928","SD-22-V-A-IV"
2615,100000,"1929","SD-22-V-A-V"
2616,100000,"1930","SD-22-V-A-VI"
2617,100000,"1877","SD-22-V-B-I"
2618,100000,"1240","SB-20-Z-D-IV"
2619,100000,"1165","SB-21-Y-C-II"
2620,100000,"1878","SD-22-V-B-II"
2621,100000,"1879","SD-22-V-B-III"
2622,100000,"2598","SF-22-X-B-IV"
2623,100000,"1931","SD-22-V-B-IV"
2624,100000,"1932","SD-22-V-B-V"
2625,100000,"1933","SD-22-V-B-VI"
2626,100000,"1979","SD-22-V-C-I"
2627,100000,"1980","SD-22-V-C-II"
2628,100000,"1981","SD-22-V-C-III"
2629,100000,"2026","SD-22-V-C-IV"
2630,100000,"1166","SB-21-Y-C-III"
2631,100000,"2027","SD-22-V-C-V"
2632,100000,"2028","SD-22-V-C-VI"
2633,100000,"1982","SD-22-V-D-I"
2634,100000,"2599","SF-22-X-B-V"
2635,100000,"1983","SD-22-V-D-II"
2636,100000,"1556","SC-21-V-D-V"
2637,100000,"1557","SC-21-V-D-VI"
2638,100000,"1328","SC-21-X-A-I"
2639,100000,"1329","SC-21-X-A-II"
2640,100000,"1330","SC-21-X-A-III"
2641,100000,"1243","SB-21-Y-C-IV"
2642,100000,"1406","SC-21-X-A-IV"
2643,100000,"1407","SC-21-X-A-V"
2644,100000,"1408","SC-21-X-A-VI"
2645,100000,"1331","SC-21-X-B-I"
2646,100000,"2600","SF-22-X-B-VI"
2647,100000,"1332","SC-21-X-B-II"
2648,100000,"1333","SC-21-X-B-III"
2649,100000,"1409","SC-21-X-B-IV"
2650,100000,"1410","SC-21-X-B-V"
2651,100000,"1411","SC-21-X-B-VI"
2652,100000,"1244","SB-21-Y-C-V"
2653,100000,"1483","SC-21-X-C-I"
2654,100000,"1484","SC-21-X-C-II"
2655,100000,"2012","SD-20-X-D-V"
2656,100000,"2013","SD-20-X-D-VI"
2657,100000,"2057","SD-20-Z-B-III"
2658,100000,"2631","SF-22-X-C-I"
2659,100000,"2101","SD-20-Z-B-VI"
2660,100000,"2145","SD-20-Z-D-II"
2661,100000,"2146","SD-20-Z-D-III"
2662,100000,"2190","SD-20-Z-D-VI"
2663,100000,"1245","SB-21-Y-C-VI"
2664,100000,"1862","SD-21-V-A-I"
2665,100000,"1863","SD-21-V-A-II"
2666,100000,"1864","SD-21-V-A-III"
2667,100000,"1916","SD-21-V-A-IV"
2668,100000,"1917","SD-21-V-A-V"
2669,100000,"1918","SD-21-V-A-VI"
2670,100000,"2632","SF-22-X-C-II"
2671,100000,"1865","SD-21-V-B-I"
2672,100000,"1866","SD-21-V-B-II"
2673,100000,"1867","SD-21-V-B-III"
2674,100000,"1167","SB-21-Y-D-I"
2675,100000,"1919","SD-21-V-B-IV"
2676,100000,"1920","SD-21-V-B-V"
2677,100000,"1921","SD-21-V-B-VI"
2678,100000,"1967","SD-21-V-C-I"
2679,100000,"1968","SD-21-V-C-II"
2680,100000,"1969","SD-21-V-C-III"
2681,100000,"2014","SD-21-V-C-IV"
2682,100000,"2633","SF-22-X-C-III"
2683,100000,"2015","SD-21-V-C-V"
2684,100000,"2016","SD-21-V-C-VI"
2685,100000,"1168","SB-21-Y-D-II"
2686,100000,"1970","SD-21-V-D-I"
2687,100000,"1971","SD-21-V-D-II"
2688,100000,"1972","SD-21-V-D-III"
2689,100000,"2017","SD-21-V-D-IV"
2690,100000,"2018","SD-21-V-D-V"
2691,100000,"2019","SD-21-V-D-VI"
2692,100000,"1868","SD-21-X-A-I"
2693,100000,"1869","SD-21-X-A-II"
2694,100000,"0037","NA-20-X-A-V"
2695,100000,"2666","SF-22-X-C-IV"
2696,100000,"1169","SB-21-Y-D-III"
2697,100000,"1870","SD-21-X-A-III"
2698,100000,"1922","SD-21-X-A-IV"
2699,100000,"1923","SD-21-X-A-V"
2700,100000,"1428","SC-23-V-B-V"
2701,100000,"1429","SC-23-V-B-VI"
2702,100000,"1501","SC-23-V-C-I"
2703,100000,"1502","SC-23-V-C-II"
2704,100000,"1503","SC-23-V-C-III"
2705,100000,"1576","SC-23-V-C-IV"
2706,100000,"1577","SC-23-V-C-V"
2707,100000,"1246","SB-21-Y-D-IV"
2708,100000,"2667","SF-22-X-C-V"
2709,100000,"1578","SC-23-V-C-VI"
2710,100000,"1504","SC-23-V-D-I"
2711,100000,"1505","SC-23-V-D-II"
2712,100000,"1506","SC-23-V-D-III"
2713,100000,"1579","SC-23-V-D-IV"
2714,100000,"1580","SC-23-V-D-V"
2715,100000,"1581","SC-23-V-D-VI"
2716,100000,"1352","SC-23-X-A-I"
2717,100000,"1353","SC-23-X-A-II"
2718,100000,"0213","NA-19-Z-D-VI"
2719,100000,"1354","SC-23-X-A-III"
2720,100000,"2668","SF-22-X-C-VI"
2721,100000,"1430","SC-23-X-A-IV"
2722,100000,"1431","SC-23-X-A-V"
2723,100000,"1432","SC-23-X-A-VI"
2724,100000,"1355","SC-23-X-B-I"
2725,100000,"1356","SC-23-X-B-II"
2726,100000,"1357","SC-23-X-B-III"
2727,100000,"1433","SC-23-X-B-IV"
2728,100000,"1434","SC-23-X-B-V"
2729,100000,"1241","SB-20-Z-D-V"
2730,100000,"1247","SB-21-Y-D-V"
2731,100000,"1435","SC-23-X-B-VI"
2732,100000,"1507","SC-23-X-C-I"
2733,100000,"1492","SC-22-V-D-I"
2734,100000,"1783","SC-23-Z-D-II"
2735,100000,"1784","SC-23-Z-D-III"
2736,100000,"1839","SC-23-Z-D-IV"
2737,100000,"1840","SC-23-Z-D-V"
2738,100000,"1841","SC-23-Z-D-VI"
2739,100000,"1358","SC-24-V-A-I"
2740,100000,"1359","SC-24-V-A-II"
2741,100000,"1248","SB-21-Y-D-VI"
2742,100000,"1360","SC-24-V-A-III"
2743,100000,"1436","SC-24-V-A-IV"
2744,100000,"1437","SC-24-V-A-V"
2745,100000,"1493","SC-22-V-D-II"
2746,100000,"1438","SC-24-V-A-VI"
2747,100000,"1361","SC-24-V-B-I"
2748,100000,"1362","SC-24-V-B-II"
2749,100000,"1363","SC-24-V-B-III"
2750,100000,"1439","SC-24-V-B-IV"
2751,100000,"1440","SC-24-V-B-V"
2752,100000,"1012","SB-21-Z-A-I"
2753,100000,"1441","SC-24-V-B-VI"
2754,100000,"1513","SC-24-V-C-I"
2755,100000,"1508","SC-23-X-C-II"
2756,100000,"1509","SC-23-X-C-III"
2757,100000,"1494","SC-22-V-D-III"
2758,100000,"1582","SC-23-X-C-IV"
2759,100000,"1583","SC-23-X-C-V"
2760,100000,"1584","SC-23-X-C-VI"
2761,100000,"1510","SC-23-X-D-I"
2762,100000,"1511","SC-23-X-D-II"
2763,100000,"0220","NA-20-Z-C-IV"
2764,100000,"1512","SC-23-X-D-III"
2765,100000,"1585","SC-23-X-D-IV"
2766,100000,"1586","SC-23-X-D-V"
2767,100000,"1587","SC-23-X-D-VI"
2768,100000,"1645","SC-23-Y-A-I"
2769,100000,"1567","SC-22-V-D-IV"
2770,100000,"1646","SC-23-Y-A-II"
2771,100000,"1647","SC-23-Y-A-III"
2772,100000,"1711","SC-23-Y-A-IV"
2773,100000,"1712","SC-23-Y-A-V"
2774,100000,"0221","NA-20-Z-C-V"
2775,100000,"1713","SC-23-Y-A-VI"
2776,100000,"1648","SC-23-Y-B-I"
2777,100000,"1649","SC-23-Y-B-II"
2778,100000,"1650","SC-23-Y-B-III"
2779,100000,"1714","SC-23-Y-B-IV"
2780,100000,"1715","SC-23-Y-B-V"
2781,100000,"1568","SC-22-V-D-V"
2782,100000,"1716","SC-23-Y-B-VI"
2783,100000,"1773","SC-23-Y-C-I"
2784,100000,"1774","SC-23-Y-C-II"
2785,100000,"0222","NA-20-Z-C-VI"
2786,100000,"1775","SC-23-Y-C-III"
2787,100000,"1830","SC-23-Y-C-IV"
2788,100000,"1831","SC-23-Y-C-V"
2789,100000,"1832","SC-23-Y-C-VI"
2790,100000,"1776","SC-23-Y-D-I"
2791,100000,"1777","SC-23-Y-D-II"
2792,100000,"1778","SC-23-Y-D-III"
2793,100000,"1569","SC-22-V-D-VI"
2794,100000,"1833","SC-23-Y-D-IV"
2795,100000,"1834","SC-23-Y-D-V"
2796,100000,"0181","NA-20-Z-D-I"
2797,100000,"1835","SC-23-Y-D-VI"
2798,100000,"1651","SC-23-Z-A-I"
2799,100000,"1652","SC-23-Z-A-II"
2800,100000,"1653","SC-23-Z-A-III"
2801,100000,"1717","SC-23-Z-A-IV"
2802,100000,"1718","SC-23-Z-A-V"
2803,100000,"1719","SC-23-Z-A-VI"
2804,100000,"1654","SC-23-Z-B-I"
2805,100000,"1340","SC-22-X-A-I"
2806,100000,"1655","SC-23-Z-B-II"
2807,100000,"0182","NA-20-Z-D-II"
2808,100000,"1656","SC-23-Z-B-III"
2809,100000,"1720","SC-23-Z-B-IV"
2810,100000,"1721","SC-23-Z-B-V"
2811,100000,"1722","SC-23-Z-B-VI"
2812,100000,"1779","SC-23-Z-C-I"
2813,100000,"1780","SC-23-Z-C-II"
2814,100000,"1781","SC-23-Z-C-III"
2815,100000,"1836","SC-23-Z-C-IV"
2816,100000,"1837","SC-23-Z-C-V"
2817,100000,"0038","NA-20-X-A-VI"
2818,100000,"0183","NA-20-Z-D-III"
2819,100000,"1341","SC-22-X-A-II"
2820,100000,"1838","SC-23-Z-C-VI"
2821,100000,"1782","SC-23-Z-D-I"
2822,100000,"1626","SC-21-Y-B-III"
2823,100000,"1690","SC-21-Y-B-IV"
2824,100000,"1691","SC-21-Y-B-V"
2825,100000,"1692","SC-21-Y-B-VI"
2826,100000,"1749","SC-21-Y-C-I"
2827,100000,"1750","SC-21-Y-C-II"
2828,100000,"1751","SC-21-Y-C-III"
2829,100000,"0223","NA-20-Z-D-IV"
2830,100000,"1806","SC-21-Y-C-IV"
2831,100000,"1975","SD-21-X-C-III"
2832,100000,"1807","SC-21-Y-C-V"
2833,100000,"1808","SC-21-Y-C-VI"
2834,100000,"1752","SC-21-Y-D-I"
2835,100000,"1753","SC-21-Y-D-II"
2836,100000,"1754","SC-21-Y-D-III"
2837,100000,"1809","SC-21-Y-D-IV"
2838,100000,"1810","SC-21-Y-D-V"
2839,100000,"1811","SC-21-Y-D-VI"
2840,100000,"1242","SB-20-Z-D-VI"
2841,100000,"0019","NA-20-V-A-III"
2842,100000,"1627","SC-21-Z-A-I"
2843,100000,"1628","SC-21-Z-A-II"
2844,100000,"2020","SD-21-X-C-IV"
2845,100000,"1629","SC-21-Z-A-III"
2846,100000,"1693","SC-21-Z-A-IV"
2847,100000,"1694","SC-21-Z-A-V"
2848,100000,"1695","SC-21-Z-A-VI"
2849,100000,"1630","SC-21-Z-B-I"
2850,100000,"1631","SC-21-Z-B-II"
2851,100000,"1632","SC-21-Z-B-III"
2852,100000,"0224","NA-20-Z-D-V"
2853,100000,"1696","SC-21-Z-B-IV"
2854,100000,"1697","SC-21-Z-B-V"
2855,100000,"1698","SC-21-Z-B-VI"
2856,100000,"2021","SD-21-X-C-V"
2857,100000,"1755","SC-21-Z-C-I"
2858,100000,"1756","SC-21-Z-C-II"
2859,100000,"1757","SC-21-Z-C-III"
2860,100000,"1812","SC-21-Z-C-IV"
2861,100000,"1813","SC-21-Z-C-V"
2862,100000,"1814","SC-21-Z-C-VI"
2863,100000,"0225","NA-20-Z-D-VI"
2864,100000,"1758","SC-21-Z-D-I"
2865,100000,"1427","SC-23-V-B-IV"
2866,100000,"1658","SC-24-Y-A-II"
2867,100000,"1659","SC-24-Y-A-III"
2868,100000,"2022","SD-21-X-C-VI"
2869,100000,"1723","SC-24-Y-A-IV"
2870,100000,"1724","SC-24-Y-A-V"
2871,100000,"1725","SC-24-Y-A-VI"
2872,100000,"1660","SC-24-Y-B-I"
2873,100000,"1661","SC-24-Y-B-II"
2874,100000,"0029","NA-21-V-A-I"
2875,100000,"1662","SC-24-Y-B-III"
2876,100000,"1726","SC-24-Y-B-IV"
2877,100000,"1727","SC-24-Y-B-V"
2878,100000,"1728","SC-24-Y-B-VI"
2879,100000,"1785","SC-24-Y-C-I"
2880,100000,"1976","SD-21-X-D-I"
2881,100000,"1786","SC-24-Y-C-II"
2882,100000,"1787","SC-24-Y-C-III"
2883,100000,"1842","SC-24-Y-C-IV"
2884,100000,"1843","SC-24-Y-C-V"
2885,100000,"0493","SA-23-Y-B-III"
2886,100000,"1844","SC-24-Y-C-VI"
2887,100000,"1788","SC-24-Y-D-I"
2888,100000,"1789","SC-24-Y-D-II"
2889,100000,"1790","SC-24-Y-D-III"
2890,100000,"1845","SC-24-Y-D-IV"
2891,100000,"1846","SC-24-Y-D-V"
2892,100000,"1977","SD-21-X-D-II"
2893,100000,"1847","SC-24-Y-D-VI"
2894,100000,"1663","SC-24-Z-A-I"
2895,100000,"1664","SC-24-Z-A-II"
2896,100000,"0545","SA-23-Y-B-IV"
2897,100000,"1665","SC-24-Z-A-III"
2898,100000,"1729","SC-24-Z-A-IV"
2899,100000,"2387","SE-23-X-D-V"
2900,100000,"2388","SE-23-X-D-VI"
2901,100000,"2415","SE-23-Y-A-I"
2902,100000,"2416","SE-23-Y-A-II"
2903,100000,"2417","SE-23-Y-A-III"
2904,100000,"1978","SD-21-X-D-III"
2905,100000,"2452","SE-23-Y-A-IV"
2906,100000,"2453","SE-23-Y-A-V"
2907,100000,"0546","SA-23-Y-B-V"
2908,100000,"2454","SE-23-Y-A-VI"
2909,100000,"2418","SE-23-Y-B-I"
2910,100000,"2419","SE-23-Y-B-II"
2911,100000,"2420","SE-23-Y-B-III"
2912,100000,"2455","SE-23-Y-B-IV"
2913,100000,"2456","SE-23-Y-B-V"
2914,100000,"2457","SE-23-Y-B-VI"
2915,100000,"2489","SE-23-Y-C-I"
2916,100000,"2023","SD-21-X-D-IV"
2917,100000,"2490","SE-23-Y-C-II"
2918,100000,"0547","SA-23-Y-B-VI"
2919,100000,"2491","SE-23-Y-C-III"
2920,100000,"2527","SE-23-Y-C-IV"
2921,100000,"1730","SC-24-Z-A-V"
2922,100000,"1731","SC-24-Z-A-VI"
2923,100000,"1666","SC-24-Z-B-I"
2924,100000,"1667","SC-24-Z-B-II"
2925,100000,"1600","SC-25-V-C-IV"
2926,100000,"1852","SD-20-V-A-III"
2927,100000,"1853","SD-20-V-B-I"
2928,100000,"2024","SD-21-X-D-V"
2929,100000,"0603","SA-23-Y-C-I"
2930,100000,"1854","SD-20-V-B-II"
2931,100000,"1855","SD-20-V-B-III"
2932,100000,"1907","SD-20-V-B-IV"
2933,100000,"1908","SD-20-V-B-V"
2934,100000,"1909","SD-20-V-B-VI"
2935,100000,"1856","SD-20-X-A-I"
2936,100000,"1857","SD-20-X-A-II"
2937,100000,"1858","SD-20-X-A-III"
2938,100000,"1910","SD-20-X-A-IV"
2939,100000,"1911","SD-20-X-A-V"
2940,100000,"0604","SA-23-Y-C-II"
2941,100000,"0026","NA-20-X-B-I"
2942,100000,"2025","SD-21-X-D-VI"
2943,100000,"1912","SD-20-X-A-VI"
2944,100000,"1859","SD-20-X-B-I"
2945,100000,"1860","SD-20-X-B-II"
2946,100000,"1861","SD-20-X-B-III"
2947,100000,"1913","SD-20-X-B-IV"
2948,100000,"1914","SD-20-X-B-V"
2949,100000,"1915","SD-20-X-B-VI"
2950,100000,"1961","SD-20-X-C-I"
2951,100000,"0709","SB-21-V-A-I"
2952,100000,"0605","SA-23-Y-C-III"
2953,100000,"1962","SD-20-X-C-II"
2954,100000,"1963","SD-20-X-C-III"
2955,100000,"2058","SD-21-Y-A-I"
2956,100000,"2010","SD-20-X-C-VI"
2957,100000,"1964","SD-20-X-D-I"
2958,100000,"2380","SE-23-V-D-IV"
2959,100000,"2381","SE-23-V-D-V"
2960,100000,"2382","SE-23-V-D-VI"
2961,100000,"2265","SE-23-X-A-I"
2962,100000,"2266","SE-23-X-A-II"
2963,100000,"0020","NA-20-V-B-I"
2964,100000,"2267","SE-23-X-A-III"
2965,100000,"2305","SE-23-X-A-IV"
2966,100000,"2306","SE-23-X-A-V"
2967,100000,"2059","SD-21-Y-A-II"
2968,100000,"2307","SE-23-X-A-VI"
2969,100000,"2268","SE-23-X-B-I"
2970,100000,"2269","SE-23-X-B-II"
2971,100000,"2270","SE-23-X-B-III"
2972,100000,"2308","SE-23-X-B-IV"
2973,100000,"2309","SE-23-X-B-V"
2974,100000,"0666","SA-23-Y-C-IV"
2975,100000,"2310","SE-23-X-B-VI"
2976,100000,"2345","SE-23-X-C-I"
2977,100000,"2346","SE-23-X-C-II"
2978,100000,"2347","SE-23-X-C-III"
2979,100000,"2060","SD-21-Y-A-III"
2980,100000,"2383","SE-23-X-C-IV"
2981,100000,"2384","SE-23-X-C-V"
2982,100000,"2385","SE-23-X-C-VI"
2983,100000,"2348","SE-23-X-D-I"
2984,100000,"2349","SE-23-X-D-II"
2985,100000,"0667","SA-23-Y-C-V"
2986,100000,"2350","SE-23-X-D-III"
2987,100000,"2386","SE-23-X-D-IV"
2988,100000,"1514","SC-24-V-C-II"
2989,100000,"1515","SC-24-V-C-III"
2990,100000,"1588","SC-24-V-C-IV"
2991,100000,"2102","SD-21-Y-A-IV"
2992,100000,"1589","SC-24-V-C-V"
2993,100000,"1590","SC-24-V-C-VI"
2994,100000,"1516","SC-24-V-D-I"
2995,100000,"1517","SC-24-V-D-II"
2996,100000,"0668","SA-23-Y-C-VI"
2997,100000,"1518","SC-24-V-D-III"
2998,100000,"1591","SC-24-V-D-IV"
2999,100000,"1592","SC-24-V-D-V"
3000,100000,"1593","SC-24-V-D-VI"
3001,100000,"1364","SC-24-X-A-I"
3002,100000,"1365","SC-24-X-A-II"
3003,100000,"2103","SD-21-Y-A-V"
3004,100000,"1366","SC-24-X-A-III"
3005,100000,"1442","SC-24-X-A-IV"
3006,100000,"1443","SC-24-X-A-V"
3007,100000,"0606","SA-23-Y-D-I"
3008,100000,"1444","SC-24-X-A-VI"
3009,100000,"1367","SC-24-X-B-I"
3010,100000,"1368","SC-24-X-B-II"
3011,100000,"1369","SC-24-X-B-III"
3012,100000,"1445","SC-24-X-B-IV"
3013,100000,"1446","SC-24-X-B-V"
3014,100000,"1447","SC-24-X-B-VI"
3015,100000,"2104","SD-21-Y-A-VI"
3016,100000,"1519","SC-24-X-C-I"
3017,100000,"1520","SC-24-X-C-II"
3018,100000,"0607","SA-23-Y-D-II"
3019,100000,"1521","SC-24-X-C-III"
3020,100000,"1594","SC-24-X-C-IV"
3021,100000,"1595","SC-24-X-C-V"
3022,100000,"1596","SC-24-X-C-VI"
3023,100000,"1522","SC-24-X-D-I"
3024,100000,"1523","SC-24-X-D-II"
3025,100000,"1524","SC-24-X-D-III"
3026,100000,"1597","SC-24-X-D-IV"
3027,100000,"2061","SD-21-Y-B-I"
3028,100000,"1598","SC-24-X-D-V"
3029,100000,"0608","SA-23-Y-D-III"
3030,100000,"1599","SC-24-X-D-VI"
3031,100000,"1657","SC-24-Y-A-I"
3032,100000,"2036","SD-22-X-D-V"
3033,100000,"2037","SD-22-X-D-VI"
3034,100000,"2070","SD-22-Y-A-I"
3035,100000,"2071","SD-22-Y-A-II"
3036,100000,"2072","SD-22-Y-A-III"
3037,100000,"2114","SD-22-Y-A-IV"
3038,100000,"2115","SD-22-Y-A-V"
3039,100000,"2062","SD-21-Y-B-II"
3040,100000,"0669","SA-23-Y-D-IV"
3041,100000,"2116","SD-22-Y-A-VI"
3042,100000,"2073","SD-22-Y-B-I"
3043,100000,"2074","SD-22-Y-B-II"
3044,100000,"2075","SD-22-Y-B-III"
3045,100000,"2117","SD-22-Y-B-IV"
3046,100000,"2118","SD-22-Y-B-V"
3047,100000,"2119","SD-22-Y-B-VI"
3048,100000,"2159","SD-22-Y-C-I"
3049,100000,"2160","SD-22-Y-C-II"
3050,100000,"2161","SD-22-Y-C-III"
3051,100000,"0670","SA-23-Y-D-V"
3052,100000,"2063","SD-21-Y-B-III"
3053,100000,"2203","SD-22-Y-C-IV"
3054,100000,"2204","SD-22-Y-C-V"
3055,100000,"2205","SD-22-Y-C-VI"
3056,100000,"2162","SD-22-Y-D-I"
3057,100000,"2163","SD-22-Y-D-II"
3058,100000,"2164","SD-22-Y-D-III"
3059,100000,"2206","SD-22-Y-D-IV"
3060,100000,"2207","SD-22-Y-D-V"
3061,100000,"2208","SD-22-Y-D-VI"
